Title,Links,Distributor,Opening,Budget,Release Date,MPAA,Running Time,Genres,In Release,Widest Release,Director,Domestic,International,Worldwide
Black Adam,/release/rl2728624641/?ref_=bo_yld_table_11,Warner Bros.,"$67,004,323",-,"Oct 21, 2022
            -
            Jan 13, 2023",PG-13,2 hr 5 min,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",437 days/62 weeks,"4,402 theaters","Jaume Collet-Serra

","
$168,152,111
","
$225,300,000
","
$393,452,111
"
Elvis,/release/rl2869528065/?ref_=bo_yld_table_12,Warner Bros.,"$31,211,579",-,"Jun 24, 2022
            -
            Oct 14, 2022",PG-13,2 hr 39 min,"['Biography', 'Drama', 'Music']",191 days/27 weeks,"3,932 theaters","Baz Luhrmann

","
$151,040,048
","
$136,700,000
","
$287,740,048
"
Uncharted,/release/rl2977334785/?ref_=bo_yld_table_13,Sony Pictures Releasing,"$44,010,155",-,"Feb 18, 2022",PG-13,1 hr 56 min,"['Action', 'Adventure']",317 days/45 weeks,"4,275 theaters","Ruben Fleischer

","
$148,648,820
","
$258,492,438
","
$407,141,258
"
Nope,/release/rl3562898177/?ref_=bo_yld_table_14,Universal Pictures,"$44,366,910",-,"Jul 22, 2022
            -
            Oct 6, 2022",R,2 hr 10 min,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",163 days/23 weeks,"3,807 theaters","Jordan Peele

","
$123,277,080
","
$47,958,512
","
$171,235,592
"
Lightyear,/release/rl6456065/?ref_=bo_yld_table_15,Walt Disney Studios Motion Pictures,"$50,577,961",-,"Jun 17, 2022
            -
            Sep 9, 2022",PG,1 hr 45 min,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",198 days/28 weeks,"4,255 theaters","Angus MacLane

","
$118,307,188
","
$108,118,232
","
$226,425,420
"
Smile,/release/rl2982445825/?ref_=bo_yld_table_16,Paramount Pictures,"$22,609,925",-,"Sep 30, 2022
            -
            Dec 16, 2022",R,1 hr 55 min,"['Horror', 'Mystery', 'Thriller']",98 days/14 weeks,"3,659 theaters","Parker Finn

","
$105,935,048
","
$111,473,465
","
$217,408,513
"
The Lost City,/release/rl795706113/?ref_=bo_yld_table_17,Paramount Pictures,"$30,453,269",-,"Mar 25, 2022
            -
            Jun 23, 2022",PG-13,1 hr 52 min,"['Action', 'Adventure', 'Comedy', 'Romance']",282 days/40 weeks,"4,283 theaters","Aaron Nee

","
$105,344,029
","
$87,563,655
","
$192,907,684
"
Bullet Train,/release/rl192905985/?ref_=bo_yld_table_18,Sony Pictures Releasing,"$30,030,156",-,"Aug 5, 2022",R,2 hr 7 min,"['Action', 'Comedy', 'Thriller']",149 days/21 weeks,"4,357 theaters","David Leitch

","
$103,368,602
","
$135,900,000
","
$239,268,602
"
The Bad Guys,/release/rl2467005953/?ref_=bo_yld_table_19,Universal Pictures,"$23,950,245",-,"Apr 22, 2022
            -
            Nov 17, 2022",PG,1 hr 40 min,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Family']",946 days/135 weeks,"4,042 theaters","Pierre Perifel

","
$97,459,240
","
$152,928,648
","
$250,387,888
"
Fantastic Beasts: The Secrets of Dumbledore,/release/rl2886305281/?ref_=bo_yld_table_20,Warner Bros.,"$42,151,256",-,"Apr 15, 2022
            -
            Jul 1, 2022",PG-13,2 hr 22 min,"['Adventure', 'Family', 'Fantasy']",261 days/37 weeks,"4,245 theaters","David Yates

","
$95,850,844
","
$311,300,000
","
$407,150,844
"
DC League of Super-Pets,/release/rl470124033/?ref_=bo_yld_table_21,Warner Bros.,"$23,003,441",-,"Jul 29, 2022",PG,1 hr 45 min,"['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Sci-Fi']",161 days/23 weeks,"4,332 theaters","Jared Stern

","
$93,657,117
","
$113,900,000
","
$207,557,117
"
Where the Crawdads Sing,/release/rl2457109249/?ref_=bo_yld_table_22,Sony Pictures Releasing,"$17,253,227",-,"Jul 15, 2022
            -
            Oct 20, 2022",PG-13,2 hr 5 min,"['Drama', 'Mystery', 'Romance', 'Thriller']",170 days/24 weeks,"3,650 theaters","Olivia Newman

","
$90,230,760
","
$54,123,205
","
$144,353,965
"
The Black Phone,/release/rl3849487105/?ref_=bo_yld_table_23,Universal Pictures,"$23,633,220",-,"Jun 24, 2022
            -
            Sep 23, 2022",R,1 hr 43 min,"['Horror', 'Mystery', 'Thriller']",196 days/28 weeks,"3,156 theaters","Scott Derrickson

","
$90,123,230
","
$71,317,512
","
$161,440,742
"
Sing 2,/release/rl302024193/?ref_=bo_yld_table_24,Universal Pictures,"$22,326,230",-,"Dec 22, 2021",PG,1 hr 50 min,"['Adventure', 'Animation', 'Comedy', 'Family', 'Musical']",375 days/53 weeks,"3,892 theaters","Garth Jennings

","
$162,790,990
","
$245,611,695
","
$408,402,685
"
Scream,/release/rl307200769/?ref_=bo_yld_table_25,Paramount Pictures,"$30,018,805",-,"Jan 14, 2022",R,1 hr 54 min,"['Horror', 'Mystery', 'Thriller']",352 days/50 weeks,"3,666 theaters","Matt Bettinelli-Olpin

","
$81,641,405
","
$56,102,519
","
$137,743,924
"
Morbius,/release/rl2064025089/?ref_=bo_yld_table_26,Columbia Pictures,"$39,005,895",-,"Apr 1, 2022",PG-13,1 hr 44 min,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",275 days/39 weeks,"4,268 theaters","Daniel Espinosa

","
$73,865,530
","
$93,595,431
","
$167,460,961
"
Everything Everywhere All at Once,/release/rl3861218049/?ref_=bo_yld_table_27,A24,"$501,305",-,,R,2 hr 19 min,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",647 days/92 weeks,"2,220 theaters","Daniel Kwan

","
$77,191,785
","
$62,215,234
","
$139,407,019
"
Ticket to Paradise,/release/rl3949822721/?ref_=bo_yld_table_28,Universal Pictures,"$16,509,095",-,"Oct 21, 2022",PG-13,1 hr 44 min,"['Comedy', 'Romance']",437 days/62 weeks,"4,066 theaters","Ol Parker

","
$68,275,985
","
$100,495,000
","
$168,770,985
"
The Woman King,/release/rl2551874305/?ref_=bo_yld_table_29,TriStar Pictures,"$19,051,442",-,"Sep 16, 2022",PG-13,2 hr 15 min,"['Action', 'Drama', 'History']",472 days/67 weeks,"3,765 theaters","Gina Prince-Bythewood

","
$67,328,130
","
$30,234,384
","
$97,562,514
"
Halloween Ends,/release/rl2047247873/?ref_=bo_yld_table_30,Universal Pictures,"$40,050,355",-,"Oct 14, 2022
            -
            Nov 17, 2022",R,1 hr 51 min,"['Drama', 'Horror', 'Mystery', 'Romance', 'Thriller']",84 days/12 weeks,"3,901 theaters","David Gordon Green

","
$64,079,860
","
$40,294,316
","
$104,374,176
"
Dog,/release/rl1831174913/?ref_=bo_yld_table_31,United Artists Releasing,"$14,883,928",-,"Feb 18, 2022",PG-13,1 hr 41 min,"['Comedy', 'Drama']",317 days/45 weeks,"3,827 theaters","Reid Carolin

","
$61,778,069
","
$22,772,213
","
$84,550,282
"
Jackass Forever,/release/rl1688896001/?ref_=bo_yld_table_32,Paramount Pictures,"$23,154,388",-,"Feb 4, 2022",R,1 hr 36 min,"['Action', 'Comedy', 'Documentary']",331 days/47 weeks,"3,653 theaters","Jeff Tremaine

","
$57,743,451
","
$22,820,548
","
$80,563,999
"
Puss in Boots: The Last Wish,/release/rl3899622145/?ref_=bo_yld_table_33,Universal Pictures,"$12,429,515",-,"Dec 21, 2022",PG,1 hr 42 min,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",703 days/100 weeks,"4,121 theaters","Joel Crawford

","
$186,090,535
","
$295,667,128
","
$481,757,663
"
Violent Night,/release/rl4179395329/?ref_=bo_yld_table_34,Universal Pictures,"$13,450,240",-,"Dec 2, 2022",R,1 hr 52 min,"['Action', 'Comedy', 'Thriller']",395 days/56 weeks,"3,723 theaters","Tommy Wirkola

","
$50,057,405
","
$25,947,000
","
$76,004,405
"
"Lyle, Lyle, Crocodile",/release/rl2323088129/?ref_=bo_yld_table_35,Sony Pictures Releasing,"$11,401,182",-,"Oct 7, 2022",PG,1 hr 46 min,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",451 days/64 weeks,"4,350 theaters","Josh Gordon

","
$46,888,441
","
$64,191,681
","
$111,080,122
"
Death on the Nile,/release/rl2416281089/?ref_=bo_yld_table_36,20th Century Studios,"$12,891,123",-,"Feb 11, 2022",PG-13,2 hr 7 min,"['Crime', 'Drama', 'Mystery']",324 days/46 weeks,"3,420 theaters","Kenneth Branagh

","
$45,630,104
","
$91,677,131
","
$137,307,235
"
Don't Worry Darling,/release/rl3021046529/?ref_=bo_yld_table_37,Warner Bros.,"$19,353,213",-,"Sep 23, 2022",R,2 hr 3 min,"['Drama', 'Mystery', 'Thriller']",105 days/15 weeks,"4,121 theaters","Olivia Wilde

","
$45,309,403
","
$42,300,000
","
$87,609,403
"
Downton Abbey: A New Era,/release/rl24281857/?ref_=bo_yld_table_38,Focus Features,"$16,000,495",-,"May 20, 2022",PG,2 hr 4 min,"['Drama', 'Romance']",231 days/33 weeks,"3,830 theaters","Simon Curtis

","
$44,141,550
","
$48,509,834
","
$92,651,384
"
Barbarian,/release/rl919241473/?ref_=bo_yld_table_39,20th Century Studios,"$10,543,948",-,"Sep 9, 2022",R,1 hr 42 min,"['Horror', 'Mystery', 'Thriller']",119 days/17 weeks,"2,890 theaters","Zach Cregger

","
$40,842,944
","
$4,509,393
","
$45,352,337
"
Dragon Ball Super: Super Hero,/release/rl349471489/?ref_=bo_yld_table_40,Crunchyroll,"$21,126,919",-,"Aug 19, 2022",PG-13,1 hr 40 min,"['Action', 'Adventure', 'Animation', 'Fantasy']",135 days/19 weeks,"3,018 theaters","Tetsuro Kodama

","
$38,112,140
","
$48,450,000
","
$86,562,140
"
Strange World,/release/rl3422914049/?ref_=bo_yld_table_41,Walt Disney Studios Motion Pictures,"$12,151,384",-,"Nov 23, 2022",PG,1 hr 42 min,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",404 days/57 weeks,"4,174 theaters","Don Hall

","
$37,968,963
","
$35,652,677
","
$73,621,640
"
The Menu,/release/rl2839380737/?ref_=bo_yld_table_42,Searchlight Pictures,"$9,004,957",-,"Nov 18, 2022",R,1 hr 47 min,"['Comedy', 'Horror', 'Thriller']",409 days/58 weeks,"3,228 theaters","Mark Mylod

","
$38,501,125
","
$41,127,075
","
$79,628,200
"
Jujutsu Kaisen 0,/release/rl3458958081/?ref_=bo_yld_table_43,Crunchyroll,"$18,009,921",-,"Mar 18, 2022",PG-13,1 hr 45 min,"['Action', 'Animation', 'Fantasy']",289 days/41 weeks,"2,418 theaters","Sunghoo Park

","
$34,542,754
","
$132,218,074
","
$166,760,828
"
The Northman,/release/rl3195503361/?ref_=bo_yld_table_44,Focus Features,"$12,290,800",-,"Apr 22, 2022",R,2 hr 17 min,"['Action', 'Adventure', 'Drama', 'Fantasy', 'History', 'Thriller']",254 days/36 weeks,"3,284 theaters","Robert Eggers

","
$34,233,110
","
$35,400,000
","
$69,633,110
"
The Bob's Burgers Movie,/release/rl2852292097/?ref_=bo_yld_table_45,20th Century Studios,"$12,416,819",-,"May 27, 2022",PG-13,1 hr 42 min,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Musical', 'Mystery', 'Thriller']",219 days/31 weeks,"3,425 theaters","Loren Bouchard

","
$31,933,830
","
$2,214,920
","
$34,148,750
"
Beast,/release/rl2222424833/?ref_=bo_yld_table_46,Universal Pictures,"$11,575,855",-,"Aug 19, 2022
            -
            Oct 14, 2022",R,1 hr 33 min,"['Action', 'Adventure', 'Drama', 'Horror', 'Thriller']",135 days/19 weeks,"3,754 theaters","Baltasar Kormákur

","
$31,846,530
","
$27,249,279
","
$59,095,809
"
The Invitation,/release/rl690324225/?ref_=bo_yld_table_47,Sony Pictures Releasing,"$6,805,468",-,"Aug 26, 2022
            -
            Oct 20, 2022",PG-13,1 hr 45 min,"['Horror', 'Thriller']",128 days/18 weeks,"3,117 theaters","Jessica M. Thompson

","
$25,100,080
","
$12,936,050
","
$38,036,130
"
Avatar,/release/rl2319418113/?ref_=bo_yld_table_48,Walt Disney Pictures,"$10,529,576","$237,000,000","Sep 23, 2022
            -
            Oct 14, 2022",PG-13,2 hr 42 min,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",100 days/14 weeks,"2,040 theaters","James Cameron

","
$24,714,024
","
$51,298,893
","
$76,012,917
"
Ambulance,/release/rl1432912641/?ref_=bo_yld_table_49,Universal Pictures,"$8,699,630",-,"Apr 8, 2022",R,2 hr 16 min,"['Action', 'Crime', 'Drama', 'Thriller']",273 days/39 weeks,"3,412 theaters","Michael Bay

","
$22,781,115
","
$29,522,474
","
$52,303,589
"
Marry Me,/release/rl877691649/?ref_=bo_yld_table_50,Universal Pictures,"$7,949,980",-,"Feb 11, 2022",PG-13,1 hr 52 min,"['Comedy', 'Music', 'Romance']",324 days/46 weeks,"3,643 theaters","Kat Coiro

","
$22,438,180
","
$28,102,913
","
$50,541,093
"
The King's Man,/release/rl2181531137/?ref_=bo_yld_table_51,20th Century Studios,"$5,915,542",-,"Dec 22, 2021
            -
            Mar 10, 2022",R,2 hr 11 min,"['Action', 'Adventure', 'Thriller']",375 days/53 weeks,"3,180 theaters","Matthew Vaughn

","
$37,176,373
","
$88,721,105
","
$125,897,478
"
Father Stu,/release/rl3291185921/?ref_=bo_yld_table_52,Sony Pictures Releasing,"$5,402,642",-,"Apr 13, 2022",R,2 hr 4 min,"['Biography', 'Drama']",263 days/37 weeks,"2,705 theaters","Rosalind Ross

","
$20,884,796
","
$707,583
","
$21,592,379
"
The Unbearable Weight of Massive Talent,/release/rl2763358721/?ref_=bo_yld_table_53,Lionsgate,"$7,131,703",-,"Apr 22, 2022
            -
            Jun 10, 2022",R,1 hr 47 min,"['Action', 'Comedy', 'Crime', 'Thriller']",254 days/36 weeks,"3,036 theaters","Tom Gormican

","
$20,300,157
","
$8,816,163
","
$29,116,320
"
Devotion,/release/rl1211925249/?ref_=bo_yld_table_54,Columbia Pictures,"$5,902,803",-,"Nov 23, 2022",PG-13,2 hr 19 min,"['Action', 'Biography', 'Drama', 'War']",404 days/57 weeks,"3,458 theaters","J.D. Dillard

","
$20,511,938
","
$1,256,195
","
$21,768,133
"
Prey for the Devil,/release/rl3938025985/?ref_=bo_yld_table_55,Lionsgate,"$7,185,126",-,"Oct 28, 2022",PG-13,1 hr 33 min,"['Horror', 'Mystery', 'Thriller']",70 days/10 weeks,"2,980 theaters","Daniel Stamm

","
$19,802,293
","
$24,856,636
","
$44,658,929
"
Moonfall,/release/rl1478001409/?ref_=bo_yld_table_56,Lionsgate,"$9,868,997",-,"Feb 4, 2022",PG-13,2 hr 10 min,"['Action', 'Adventure', 'Sci-Fi']",331 days/47 weeks,"3,446 theaters","Roland Emmerich

","
$19,060,660
","
$48,234,703
","
$67,319,703
"
Paws of Fury: The Legend of Hank,/release/rl3979051777/?ref_=bo_yld_table_57,Paramount Pictures,"$6,321,423",-,"Jul 15, 2022
            -
            Aug 19, 2022",PG,1 hr 38 min,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",170 days/24 weeks,"3,481 theaters","Chris Bailey

","
$17,811,382
","
$24,627,802
","
$42,439,184
"
Amsterdam,/release/rl3406136833/?ref_=bo_yld_table_58,Walt Disney Studios Motion Pictures,"$6,444,896",-,"Oct 7, 2022",R,2 hr 14 min,"['Comedy', 'Drama', 'History', 'Mystery', 'Thriller']",91 days/13 weeks,"3,005 theaters","David O. Russell

","
$14,947,969
","
$16,297,841
","
$31,245,810
"
The Chosen Season 3: Episode 1 & 2,/release/rl2834137857/?ref_=bo_yld_table_59,Fathom Events,"$8,772,746",-,"Nov 18, 2022",,2 hr 11 min,,49 days/7 weeks,"2,021 theaters",-,"
$14,612,089
","
$67,524
","
$14,679,613
"
The 355,/release/rl2572518145/?ref_=bo_yld_table_60,Universal Pictures,"$4,621,765",-,"Jan 7, 2022",PG-13,2 hr 2 min,"['Action', 'Thriller']",359 days/51 weeks,"3,145 theaters","Simon Kinberg

","
$14,570,455
","
$13,257,290
","
$27,827,745
"
American Underdog,/release/rl1035239937/?ref_=bo_yld_table_61,Lionsgate,"$5,861,836",-,"Dec 25, 2021",PG,1 hr 52 min,"['Biography', 'Drama', 'Romance', 'Sport']",372 days/53 weeks,"2,813 theaters","Andrew Erwin

","
$26,514,814
","
–
","
$26,514,814
"
Glass Onion,/release/rl3907814145/?ref_=bo_yld_table_62,Netflix,"$9,400,000",-,"Nov 23, 2022",PG-13,2 hr 19 min,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",44 days/6 weeks,696 theaters,"Rian Johnson

","
$13,280,000
","
–
","
$13,280,000
"
Whitney Houston: I Wanna Dance with Somebody,/release/rl101810945/?ref_=bo_yld_table_63,TriStar Pictures,"$4,700,450",-,"Dec 23, 2022",PG-13,2 hr 24 min,"['Biography', 'Drama', 'Music']",374 days/53 weeks,"3,625 theaters","Kasi Lemmons

","
$23,708,080
","
$36,098,801
","
$59,806,881
"
Easter Sunday,/release/rl2332525313/?ref_=bo_yld_table_64,Universal Pictures,"$5,447,130",-,"Aug 5, 2022
            -
            Sep 23, 2022",PG-13,1 hr 36 min,['Comedy'],149 days/21 weeks,"3,176 theaters","Jay Chandrasekhar

","
$13,013,690
","
$60,565
","
$13,074,255
"
One Piece Film: Red,/release/rl1474003713/?ref_=bo_yld_table_65,Crunchyroll,"$9,340,245",-,"Nov 4, 2022",PG-13,1 hr 55 min,"['Action', 'Adventure', 'Animation', 'Fantasy']",63 days/9 weeks,"2,367 theaters","Gorô Taniguchi

","
$12,775,324
","
$158,539,981
","
$171,315,305
"
Licorice Pizza,/release/rl2233172737/?ref_=bo_yld_table_66,United Artists Releasing,"$345,157",-,"Nov 26, 2021",R,2 hr 13 min,"['Comedy', 'Drama', 'Romance']",401 days/57 weeks,"1,977 theaters","Paul Thomas Anderson

","
$17,318,007
","
$15,958,068
","
$33,276,075
"
The Fabelmans,/release/rl337871617/?ref_=bo_yld_table_67,Universal Pictures,"$161,579",-,,PG-13,2 hr 31 min,['Drama'],416 days/59 weeks,"1,962 theaters","Steven Spielberg

","
$17,348,945
","
$28,271,758
","
$45,620,703
"
X,/release/rl1713931009/?ref_=bo_yld_table_68,A24,"$4,275,126",-,"Mar 18, 2022",R,1 hr 45 min,"['Horror', 'Mystery', 'Thriller']",289 days/41 weeks,"2,920 theaters","Ti West

","
$11,765,309
","
$2,975,580
","
$14,740,889
"
Bros,/release/rl2674688769/?ref_=bo_yld_table_69,Universal Pictures,"$4,854,125",-,"Sep 30, 2022",R,1 hr 55 min,"['Comedy', 'Romance']",93 days/13 weeks,"3,356 theaters","Nicholas Stoller

","
$11,628,165
","
$3,153,702
","
$14,781,867
"
Bodies Bodies Bodies,/release/rl3502801665/?ref_=bo_yld_table_70,A24,"$226,653",-,"Aug 5, 2022",R,1 hr 34 min,"['Comedy', 'Horror', 'Mystery', 'Thriller']",149 days/21 weeks,"2,541 theaters","Halina Reijn

","
$11,446,602
","
$2,483,068
","
$13,929,670
"
RRR,/release/rl641303297/?ref_=bo_yld_table_71,Sarigama Cinemas,"$9,500,000",-,"Mar 25, 2022",,3 hr 7 min,"['Action', 'Adventure', 'Drama']",282 days/40 weeks,"1,200 theaters","S.S. Rajamouli

","
$14,500,000
","
$151,446,943
","
$165,946,943
"
Terrifier 2,/release/rl585073409/?ref_=bo_yld_table_72,Cinedigm Entertainment Group,"$805,000",-,"Oct 6, 2022
            -
            Dec 2, 2022",,2 hr 18 min,['Horror'],92 days/13 weeks,"1,550 theaters","Damien Leone

","
$10,640,105
","
$4,426,911
","
$15,067,016
"
Mrs. Harris Goes to Paris,/release/rl1819771649/?ref_=bo_yld_table_73,Focus Features,"$1,953,070",-,"Jul 15, 2022
            -
            Sep 23, 2022",PG,1 hr 55 min,"['Comedy', 'Drama']",170 days/24 weeks,"1,001 theaters","Anthony Fabian

","
$10,433,915
","
$20,748,722
","
$31,182,637
"
West Side Story,/release/rl319325697/?ref_=bo_yld_table_74,20th Century Studios,"$10,574,618",-,"Dec 10, 2021
            -
            Apr 7, 2022",PG-13,2 hr 36 min,"['Crime', 'Drama', 'Musical', 'Romance']",387 days/55 weeks,"2,820 theaters","Steven Spielberg

","
$38,530,322
","
$37,485,849
","
$76,016,171
"
Firestarter,/release/rl2917121/?ref_=bo_yld_table_75,Universal Pictures,"$3,827,715",-,"May 13, 2022
            -
            Jun 24, 2022",R,1 hr 34 min,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",238 days/34 weeks,"3,413 theaters","Keith Thomas

","
$9,739,250
","
$5,300,000
","
$15,039,250
"
Blacklight,/release/rl2469102337/?ref_=bo_yld_table_76,Briarcliff Entertainment,"$3,502,475",-,"Feb 11, 2022",PG-13,1 hr 44 min,"['Action', 'Drama', 'Thriller']",324 days/46 weeks,"2,772 theaters","Mark Williams

","
$9,591,094
","
$6,311,113
","
$15,902,207
"
See How They Run,/release/rl3838411521/?ref_=bo_yld_table_77,Walt Disney Studios Motion Pictures,"$3,007,657",-,"Sep 16, 2022",PG-13,1 hr 38 min,"['Comedy', 'Crime', 'Mystery']",107 days/15 weeks,"2,502 theaters","Tom George

","
$9,586,237
","
$12,380,397
","
$21,966,634
"
The Matrix Resurrections,/release/rl2175304193/?ref_=bo_yld_table_78,Warner Bros.,"$10,749,011",-,"Dec 22, 2021",R,2 hr 28 min,"['Action', 'Sci-Fi']",375 days/53 weeks,"3,552 theaters","Lana Wachowski

","
$37,686,805
","
$119,700,000
","
$157,386,805
"
Pearl,/release/rl2094039809/?ref_=bo_yld_table_79,A24,"$3,128,427",-,"Sep 16, 2022",R,1 hr 43 min,"['Drama', 'Horror', 'Thriller']",107 days/15 weeks,"2,982 theaters","Ti West

","
$9,423,445
","
$424,045
","
$9,847,490
"
Spider-Man: No Way Home,/release/rl735478529/?ref_=bo_yld_table_80,Sony Pictures Releasing,"$5,403,230",-,"Sep 2, 2022",PG-13,2 hr 28 min,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",121 days/17 weeks,"3,935 theaters","Jon Watts

","
$9,321,593
","
$291,925
","
$9,613,518
"
Redeeming Love,/release/rl3492250369/?ref_=bo_yld_table_81,Universal Pictures,"$3,530,180",-,"Jan 21, 2022",PG-13,2 hr 14 min,"['Drama', 'Romance', 'Western']",345 days/49 weeks,"1,963 theaters","D.J. Caruso

","
$9,214,020
","
$250,178
","
$9,464,198
"
Babylon,/release/rl2308997633/?ref_=bo_yld_table_82,Paramount Pictures,"$3,603,368",-,"Dec 23, 2022
            -
            Jan 27, 2023",R,3 hr 9 min,"['Comedy', 'Drama', 'History']",374 days/53 weeks,"3,351 theaters","Damien Chazelle

","
$15,351,455
","
$49,609,221
","
$64,960,676
"
The Banshees of Inisherin,/release/rl925926145/?ref_=bo_yld_table_83,Searchlight Pictures,"$184,454",-,"Oct 21, 2022
            -
            Mar 16, 2023",R,1 hr 54 min,"['Comedy', 'Drama']",437 days/62 weeks,"1,205 theaters","Martin McDonagh

","
$10,582,266
","
$39,668,359
","
$50,250,625
"
Till,/release/rl1042187009/?ref_=bo_yld_table_84,United Artists Releasing,"$242,269",-,"Oct 14, 2022
            -
            Dec 16, 2022",PG-13,2 hr 10 min,"['Biography', 'Crime', 'Drama', 'History']",84 days/12 weeks,"2,136 theaters","Chinonye Chukwu

","
$9,000,202
","
$2,498,682
","
$11,498,884
"
Three Thousand Years of Longing,/release/rl2436662017/?ref_=bo_yld_table_85,United Artists Releasing,"$2,919,717",-,"Aug 26, 2022
            -
            Oct 6, 2022",R,1 hr 48 min,"['Drama', 'Fantasy', 'Romance']",128 days/18 weeks,"2,436 theaters","George Miller

","
$8,286,741
","
$11,995,681
","
$20,282,422
"
